valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
regionsrådsvalg,B. Radikale Venstre,"Hanne Ringgaard Møller, Svendborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Hanne Roed, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Hans Jørgen Kristensen, Kallerup",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Hans Jørgen Nygaard, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Hassan Alouch, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Irfan Gilani, Brøndby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Jacob Netteberg, Birkerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Jeppe Fransson, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Jesper Luthman, Espergærde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Julie Herdal Molbech, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Jørgen Suhr, Hillerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Karsten Kjærgaard, Vesthimmerland",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kashif Ahmad, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kasper Humle, Lemvig Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Keld K. Kvist, Nørresundby",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kenny Holm, Sjølund",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kim Lei-Jensen, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kim Mandix, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kim Pagels, Solrød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Knud Mogensen, Helsingør",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Knud Nørregaard, Kolding",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Kristian Kirk Mailand, Bornholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lars E. Boesen, Middelfart",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lars Green Bach, Ballerup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lars Hoppe Søe, Næstved",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lartey Lawson, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Line Krogh Lay, Stevns",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,Listestemmer,0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lone Kjær Hein, Holstebro Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Lærke Lysdal, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Magnus Dræby, Halsnæs",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Maria Katarina Nielsen, Frederikssund",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Marianne Bredgaard Karlsson, Fredensborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Marianne Fritzen, Odsherred",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Marianne Mulle Jensen, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Marianne Tøttrup, Viborg Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Marie Wandel, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Martin Schepelern, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Mathias Sikora, Aarhus Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Melissa Gilroy, Fanø",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Merete Them Kjølholm, Allerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Mia Nybo, Favrskov Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Michael Portefée P. Lex, Rebild",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Morten Junget, Silkeborg Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Morten Lorenzen, Assens",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Nadeem Farooq, Høje-Taastrup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Niels Kristian Pilgaard Jensen, Jammerbugt",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Niels Voetmann Jepsen, Horsens Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Oruc Polat, Albertslund",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Peter L. Sørensen, Gribskov",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Philip Vivet, Herning Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Pia Elberg, Rebild",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Rasmus Bergholdt, Skanderborg Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Rasmus Gamst Beltofte, Holstebro Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Rikke Christensen, Horsens Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Rikke Mortensen, Egedal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Ruben Kidde, Frederiksberg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Sofie Holm, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Steen Asgeir Petersen, Thisted",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Steen Jonsson Agger, Aarhus Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Stefan Göttler, Svendborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Steffen Holme Helledie, Vejgaard",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Stinus Lindgreen, Lyngby-Taarbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Sune Kragelund, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Susanne Krebs, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Søren Burcharth, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Søren Mikkelsen, Randers Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Søs Haugaard, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Teddy Stafsen, Svendborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Theis Magle, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Thomas Baark, Guldborgsund",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Thomas Hammer-Jakobsen, Odder Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Thomas Rohden, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Tine Hessner, Furesø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Trine Dybkjær, Gentofte",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Vibeke Grønbæk, Vordingborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Zeb Meier Watz, Odense C",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Alex Klein, Thisted",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Alexander Bork, Aabenraa",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Ali Ünsal, Køge",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Alice Holst Brask, Djursland",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Anders Johansson, Svendborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Anders Krojgaard Lund, Horsens",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Betina Wettengel, Kolding",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Birgitte Majgaard, Galten",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Birgitte Neergaard-Kofod, Egedal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Bjarne B. Madsen, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Bjarne Linneberg, Skive",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Bo Jensen, Ikast-Brande",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Camilla Sabroe Parbst, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Carl Jørgen Heide, Ærø",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Carsten Jäger, Otterup",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Carsten Petersen, Sorø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Celine Lind Jakobsen, Fredensborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Christian Vigilius, Gentofte",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Christian Wedell-Neergaard, Køge",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Christian Wibe-Marker, Skanderborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Christoffer Buster Reinhardt, Rudersdal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Claus Neergaard, Næstved",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Claus Sørensen, Hedensted",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Dorte Vilhelmsen, Herlev",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Dorthe le Fèvre, Ebeltoft",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Egil Hulgaard, Furesø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Egon Bo, Slagelse",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Emil Karlebjerg, Aarhus N",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Emilia M. Feldskov, Aarhus C",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Esben Hedeager, Horsens",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Esben Iversen, Rødkærsbro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Flemming Agerskov, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Flemming Nielsen, Hadsten",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Frederik Germann, Halsnæs",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Gunver Birgitte Nielsen, Haderslev",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Helge Adam Møller, Næstved",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Henrik Jacobsen, Lolland",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Henrik Sandholm, Vejle",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Ida Busk, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jacob Rosenberg, Frederiksberg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jan Færch, Solrød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jan H. Klit, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jane Christensen, Kalundborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Janni Høybye, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jeanette Sagan, Rebild",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jens Laursen-Schmidt, Struer",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jens Martin Fjordbak, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jens Tilma, Thisted",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jesper Adler, Vordingborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jesper Marcus, Gentofte",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jesper Tvilde, Fredensborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jess Eiberg Hansen, Greve",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Joacchim Brahtz, Faaborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Joachim Hoffmann, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"John Tefke, Lyngby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jørgen Johansen, Allerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Jørgen Ravn Christensen, Jammerbugt",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Karen Tilma, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Karl Højhus Jeppesen, Kibæk",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kasper Pagh, Horsens",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kenneth Gøtterup, Amager",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kenneth J. Grinderslev, Skive",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kim Drejer Nielsen, Rødovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kirsten Hassing, Fredericia",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kirstine Skjødt, Viborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Knud Erik Langhoff, Kolding",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Knud Schøler, Hinnerup",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Kristian Hedelund, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lars Carstensen, Furesø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lars Jensen, Løsning",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lau Sørensen, Holstebro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lene Aalestrup, Rebild",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lene Burchardt, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Line Ervolder, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,Listestemmer,0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lone Rusberg, Silkeborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Lotte Finck, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Maj Allin Thorup, Hørsholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Malena Møller Mortensen, Viborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Marianne Quorp Kjærgaard, Aabenraa",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Mathias Schwartz Kirkegaard, Greve",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"May-Britt Andrea Andersen, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Mette Aagaard, Lolland",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Mette Guldberg, Herning",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Michael Grove, Viborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Michael Mathiesen, Helsingør",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Michael Nielsen, Kerteminde",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Mogens Anneberg, Bornholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Mogens Hallager, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Morten Ballegaard Sørensen, Randers",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Morten Weiss-Pedersen, Middelfart",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Niels Odgaard, Læsø",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Oliver Abildskov, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Palle L. Nielsen, Jammerbugt",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Patrick Lehto, Tårnby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Per Larsen, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Per Møller, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Pernille Kjul Knudsen, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Peter Askjær, Samsø",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Peter Horsted Hansen, Odsherred",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Pia Buus Pinstrup, Vesthimmerland",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Poul Roesen, Morsø",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Preben Steen, Vejle",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Purnima Erichsen, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Rasmus Sandvej, Kolding",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Rebecca Plomin, Gladsaxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"René Krongaard, Odder",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Rico Djernis, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Rikke Pedersen, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Roya Moore, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Siff Tang Lassen, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Simon Krabbe, Ballerup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Simon Linde, Mariagerfjord",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Sofie Therese Svendsen, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Stine Østlund, Hillerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Susanne Lund, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Søren Friis Trebbien, Hvidovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Therese Hejnfelt, Frederikssund",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Thomas Christophersen, Holbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Thomas von Jessen, Fredensborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Tina-Mia Eriksen, Ringsted",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Tonny Stenkilde, Vissenbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Torben Krebs, Hadsten",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Trine Egetved, Gribskov",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Turan Akbulut, Høje-Taastrup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Ulrik Linvald, Ringkøbing-Skjern",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Ulrik Mark Jensen, Vesthimmerland",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Vibeke Gamst, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Victoria Helene Olsen, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,C. Det Konservative Folkeparti,"Vilhelm Møller, Faxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"Jan K. Pedersen, Hemmet",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"Jan Skat Riishøj, Østbirk",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"Jytte Pedersen, Herning",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"Lars Erling Sørensen, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"Leif Krøyer, Søvind",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,Listestemmer,0,Region Nordjylland,Nej,Nej
regionsrådsvalg,D. Nye Borgerlige,"René Galsgaard, Holstebro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,E. Borgerlig Fornuft,Listestemmer,0,Region Syddanmark,Nej,Nej
regionsrådsvalg,E. Borgerlig Fornuft,"Maiken Huglstad Pedersen, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,E. Borgerlig Fornuft,"Morten Møller, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,E. Borgerlig Fornuft,"Niels Jessen, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,E. Borgerlig Fornuft,"Sabrina Bech Bartholin, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,F. SF - Socialistisk Folkeparti,"Adnan Nikontovic, Horsens",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,F. SF - Socialistisk Folkeparti,"Aksel Munch Søndergaard, Aarhus V",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,F. SF - Socialistisk Folkeparti,"Almina Nikontovic, Frederikshavn Kommune",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,F. SF - Socialistisk Folkeparti,"Anja Rosengreen, Halsnæs",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,F. SF - Socialistisk Folkeparti,"Anne-Sofie Overgaard, Aalborg Kommune",0,Region Nordjylland,Nej,Nej
