valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
kommunalvalg,A. Socialdemokratiet,"Christian Bro, Fredericia - Vest",0,Fredericia Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christian Engelbrecht Pedersen,0,Randers Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christian Faurholdt Jeppesen,0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christian Meesenburg Andersen, Oue",14,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christian Müller, Bankager",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christian Nielsen,25,Faxe Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christian von Benzon,129,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christiane Pape Lehrmann,0,Middelfart Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christina Berg,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Brun, Faaborg",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christina Christensen,59,Nordfyns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Egelund Antonsen, Bygholm",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Fast, Fårevejle",0,Odsherred Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Furholm Kjærgaard, Ugelbølle",306,Syddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Hvass Hansen, Regstrup",0,Holbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Christina Krzyrosiak Hansen, Butterup",0,Holbæk Kommune,Nej,Ja
kommunalvalg,A. Socialdemokratiet,Christina Pagh,40,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christina Sylvest-Noer,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christine Jørnø Vestergaard,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christoffer Rosenkrands,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Christoffer Rüsz,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claes Jensen,103,Odder Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Bech Clausen, Holstebro",0,Holstebro Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Brinck, Sønderborg",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Busk, Ryomgård",62,Syddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Christoffersen,0,Helsingør Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Corneliussen, Nivå",208,Fredensborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Davidsen,0,Furesø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Døssing,12,Læsø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Henrik Nedermark,0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Johanson,0,Nyborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Kramer Hansen, Gråsten",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Krogsholt,0,Randers Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Krossteig,0,Svendborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Larsen, Jyllinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Larsen-Jensen,0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Nybo, Vestervig",0,Thisted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Skjoldborg,0,Odense Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Søgaard Andersen,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Claus Thaisen, Uldum",0,Hedensted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Vilhelmsen,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Claus Weichel,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Conni Rosendahl,0,Herlev Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Connie B. Jensen, Lejre",0,Lejre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Cømert Sonsuz, Nivå",308,Fredensborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dagmar Andersen,0,Odense Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dan Ravn Larsen, Bredstrup-Pjedsted",0,Fredericia Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dan von der Lippe, Auning",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Daniel Boalth Petersen,0,Helsingør Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Daniel Buttenschøn, Ebeltoft",22,Syddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Daniel Nors,0,Skive Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Daniel Teodor Avram, Skads",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Daniel Thomasen, Silkeborg",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Danielle Brokholm,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"David Gulløv, Fredericia - Nord",0,Fredericia Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Deniz Celal Kilic,0,Furesø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Albinus Jørgensen,0,Slagelse Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Bramsen, Skanderborg",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Charles Hansen,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Fridthjof, Øster Ulslev",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Gartig,5,Sorø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Hedegaard, Hastrup",0,Køge Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Jensen,0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Møller Thomsen,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Nielsen, Fredericia - Erritsø",0,Fredericia Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dennis Priis,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Stüker, Skovsted",0,Thisted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dennis Thiesen, Idom-Råsted",0,Holstebro Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Derya Tamer, Holbæk",0,Holbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Desalegn Tufa, Sønderborg",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Diana Leicht Christensen,0,Lolland Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Diana Opperby,0,Randers Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Diane Aarestrup, Pandrup",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Diane Amstrup,0,Vejle Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dickte Noël Toft,0,Hørsholm Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Didde Lauritzen, Nybøl",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dina Bredal, Silkeborg",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Ditte Højvang Petersen, Ry",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dogan Polat,0,Albertslund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorit Schultz, Greve",0,Greve Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Doron Edry, Tistrup",0,Varde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorrit Haulrich, Stouby",0,Hedensted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorrit Knudsen, Aabenraa",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorte Beyer Nielsen, Kokkedal",73,Fredensborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dorte Schmidt,169,Nordfyns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorte Soll, Kruså",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dorte Vilsgaard,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorthe Fallesen Frimann, Egeskov",0,Fredericia Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Dorthe Holmager Weichel,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorthe Jensen, Virklund",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorthe Pagh, Himmelev",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Dorthe Pia Hansen, Holstebro",0,Holstebro Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Duygu A. Ngotho,0,Helsingør Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Ebbe Wendt Lorenzen,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Edin Hajder, Hobro",360,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Edisa Bajtarevic, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Edith Chenga Chamwi,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Egon Henriksen,0,Ringkøbing-Skjern Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Egon Madsen, Rødekro",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Eik Frikke,0,Middelfart Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Elias Engel-Andreasen,115,Rødovre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Elin Winther, Bække",0,Vejen Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Elisabeth Simonsen,0,Tønder Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Elmer Philipsen, Glamsbjerg",0,Assens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Emery Karatasi,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Emil Møller,86,Favrskov Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Emil Storm-Fredeløkke,0,Randers Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Emilla Møller,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Emilly Pedersen, Brønderslev",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Emmanuel Fjordbak Lykke Ravn,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erdal Alici, Dagnæs",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erdal Colak,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Ergin Özer, Kokkedal",224,Fredensborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Eric Steffensen,0,Lolland Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Boye Kirk, Trustrup",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erik Børsting,0,Vejle Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Damgaard, Gedesby",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Eugen Olsen, Birkerød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erik Kryger,0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erik Kyed Trolle,0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Lauritzen, Blans",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Lorenzen, Broager",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Nielsen, Nordby",6,Fanø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erik Særkjær,185,Favrskov Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erik Uldall Hansen, Aabenraa",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erkan Yapici,0,Ishøj Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Erling Andersen,0,Ballerup Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Erling Thrane, Janderup",0,Varde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Esben Erichsen,0,Middelfart Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Esben Hansen,0,Kalundborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Esben Kronborg, Stensballe",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Esther Metzon,0,Tårnby Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Estrid Husen,27,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Eva Anker Lund, Holbæk",0,Holbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Eva Bendix, Viborg",53,Viborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Eva Bonde, Kvaglund",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Eva Borchorst Mejnertz,0,Aarhus Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Eva Carlslund,259,Odder Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Eva Gebauer,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Eva Kristensen, Grindsted",0,Billund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Eva Pinnerup, Viborg",577,Viborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Evald Lange Rise,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Evals Gruevski,53,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Faghir Bent Bashri,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Fahreta Kadic, Østbyen",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Fatma Cetinkaya,0,Randers Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Felex Pedersen, Grevinge",0,Odsherred Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Filip Bekic Bladt,376,Kolding Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Filiz Sarah Thunø, Jyllinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Finn Jensen, Idestrup",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Finn Kejfe Abrahamsen, Hedensted",0,Hedensted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Finn Ladegaard, Næsbjerg",0,Varde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Finn Larsen,0,Solrød Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Finn Lund Nyby,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Finn Lykkeskov,0,Haderslev Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Bo Petersen,0,Allerød Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Flemming Engler, Nykøbing F.",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Gjelstrup,0,Tønder Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Jørgensen,0,Albertslund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Kjærgaard,87,Sorø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Lunde Østergaard Hansen,169,Rødovre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming Skærbæk,0,Ringsted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Flemming T. Sørensen,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Florina Elena Temes,18,Morsø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Folmer Hjorth Kristensen,32,Læsø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Folmer Krogh,365,Kolding Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frands Fischer, Gl. Rye",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Christiansen, Mosede",0,Greve Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Edvard Hansen, Rødvig",0,Stevns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Hvid Petersen, Trekroner",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Kronborg Christensen, Rødvig",0,Stevns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Møller Worch, Skanderborg",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Frank Thingholm,53,Morsø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank Trolle, Biersted",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frank W. Damgaard, Stilling",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Freddy Østbygaard,0,Glostrup Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Frederik Halkjær,0,Vejle Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frederik Lisemose, Fredensborg",32,Fredensborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Frederik Vestergaard Jørgensen, Hjerting",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Fritz Birk Sørensen, Allingåbro",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Furkan Yavuz,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Ganeswaran Shanmugaratnam, Dybbøl",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,George Hinge,0,Aarhus Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gert Block Rasmussen,152,Nordfyns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gert Verner Jørgensen,10,Langeland Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gitte Friberg Bomholdt,0,Herlev Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gitte Kiilerich,0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gitte Kristensen,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Gitte Simoni, Vindinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gorm Hansen,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Grete Berggren,0,Middelfart Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Grethe Lykke Knudsen,0,Vejle Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Grethe Villadsen,163,Favrskov Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gry Hernø,0,Lolland Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gunde Odgaard,34,Hillerød Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Gustav Mortensen,685,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"H. C. Jørgensen, Engesvang",488,Ikast-Brande Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hajg Zanazanian,0,Brøndby Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hamlaoui Bahloul,491,Kolding Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanna Andresen,144,Kolding Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne B. Holst,0,Herlev Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne Bache Vognbjerg,0,Solrød Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hanne Bjelke Britorn, Silkeborg",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hanne Grangaard, Tørring",0,Hedensted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne Klit,0,Svendborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne Lillie,0,Struer Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne Skou Poulsen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hanne Sørensen,325,Næstved Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Berg, Bruunshåb",300,Viborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hans Christian Strange-Lebech,0,Furesø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Erik Møller, Østerbyen",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Erling Sørensen, Køge N",0,Køge Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Jørgen Møller, Aalestrup",100,Vesthimmerlands Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hans Jørgen Niewald,24,Sorø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Peter Hollænder, Sønderborg",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hans Peter Rønn Bolding,114,Ærø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Rosgaard, Rødkærsbro",35,Viborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hans Stavnsager, Faaborg",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Harald Christensen,0,Tønder Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Harald Pedersen, Stubbekøbing",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Hardy Jack Rasmussen, Esbjerg by",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hari Neupane,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Harun Avdal,0,Helsingør Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Harun Güler, Østbyen",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Harun Muharemovic,0,Brøndby Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heidi Alberthe Nielsen, Stenderup-Krogager",0,Billund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heidi Falden, Birkerød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Heidi Marqweis,0,Lolland Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heidi Skovbølling Holm, Brædstrup",0,Horsens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heidi Utermøhl, Nykøbing F.",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Heidi Valentin,29,Nordfyns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heine Obitsø Jepsen, Tvis",0,Holstebro Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Heino Hamborg Gudmundsen,0,Aarhus Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Heinrich Berwald, Studsgård",0,Herning Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helena Rasmussen,0,Ringkøbing-Skjern Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helge Friis,0,Halsnæs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helge Kold, Haarby",0,Assens Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Hella Hardø Tiedemann,0,Ballerup Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Adelborg,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Bager Nielsen,0,Glostrup Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Eriksen, Hadsund",344,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Frederiksen,0,Aalborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Gade, Voel",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Hansen,0,Samsø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Katrine Møller,0,Furesø Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Lethmar, Køge",0,Køge Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Madsen,0,Skive Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Obenhausen Mortensen, Snaptun",0,Hedensted Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Præsius Busk, Sejs-Svejbæk",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Qvist Toft, Arden",337,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Raun Oddershede,0,Odense Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Schaldemose Bagger,0,Ishøj Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Sejrup, Bolderslev",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Stolberg,0,Københavns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Thomsen, Grenaa",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,"Helle Viuf, Tune",0,Greve Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Helle Waagner,142,Nordfyns Kommune,Nej,Nej
kommunalvalg,A. Socialdemokratiet,Henning A. Jensen,0,Bornholms Regionskommune,Nej,Nej
